famille,activitesprincipales,tailleentreprisesquirecrutent
Essais / Contrôle,"Encadrer les techniciens du laboratoire dans sa spécialité,Vérifier les dossiers techniques, rédiger ou valider les conclusions et argumenter et signer les bulletins d'analyse. ,Diffuser les décisions issues du contexte réglementaire (règlementations française et européenne, Direction des Fraudes, Comités de normalisation, AFNOR,...),Définir le cahier des charges des méthodes d'analyse à développer,Conseiller les clients sur des questions techniques (élaboration technique de nouveaux produits...),Réaliser des prestations d'expertise et de conseil sur les produits de son domaine de compétence (participation audits fournisseurs, fiches techniques, ...),Rédiger les fiches de non-conformité et traiter les réclamations","[{'name': '1-9 salariés', 'value': 2}, {'name': '10-49 salariés', 'value': 2}, {'name': '50 salariés et plus', 'value': 10}, {'name': '250 salariés et plus', 'value': 3}, {'name': 'non renseigné', 'value': 3}]"
Conseil en Evolution Professionnelle,"Animer une ou plusieurs équipes de consultants et responsables antenne emploi,Adapter en permanence l'adéquation moyens/besoins (ordonnancement) entre les différents projets,Conduire les missions d’accompagnement complexes ou sensibles,Faire des propositions commerciales et élaborer des réponses à appels d’offres,Assurer le suivi budgétaire des missions,Participer à la veille et capitalisation méthodologiques,Développer le portefeuille de clientèle","[{'name': '1-9 salariés', 'value': 4}, {'name': 'non renseigné', 'value': 1}]"
Conseil en Evolution Professionnelle,"Animer une ou plusieurs équipes de consultants et responsables antenne emploi,Adapter en permanence l'adéquation moyens/besoins (ordonnancement) entre les différents projets,Conduire les missions d’accompagnement complexes ou sensibles,Faire des propositions commerciales et élaborer des réponses à appels d’offres,Assurer le suivi budgétaire des missions,Participer à la veille et capitalisation méthodologiques,Développer le portefeuille de clientèle","[{'name': '1-9 salariés', 'value': 4}, {'name': 'non renseigné', 'value': 1}]"
Gestion et Coordination de l'Evénement,"Organiser toute la sécurité dans les établissements,Définir les bases de la sécurité dans les ERP/IGH et selon le code du travail,Reconnaître les risques au sein de son établissement,Mettre en place les processus d'évacuation,Provoquer les secours,Informer le personnel,Tenir à jour la documentation","[{'name': '1-9 salariés', 'value': 1}]"
Gestion et Coordination de l'Evénement,"Organiser toute la sécurité dans les établissements,Définir les bases de la sécurité dans les ERP/IGH et selon le code du travail,Reconnaître les risques au sein de son établissement,Mettre en place les processus d'évacuation,Provoquer les secours,Informer le personnel,Tenir à jour la documentation","[{'name': '1-9 salariés', 'value': 1}]"
Conseil en Evolution Professionnelle,"Rechercher les entreprises sur la zone géographique considérée,Prendre contact et assurer la relation avec les entreprises,Qualifier les besoins en emplois des entreprises contactées,Faire le suivi des résultats de la prospection ,Assurer le reporting de l'activité","[{'name': 'sans salariés', 'value': 4}, {'name': '1-9 salariés', 'value': 30}, {'name': '10-49 salariés', 'value': 2}, {'name': '50 salariés et plus', 'value': 5}, {'name': 'non renseigné', 'value': 9}]"
Conseil en Evolution Professionnelle,"Rechercher les entreprises sur la zone géographique considérée,Prendre contact et assurer la relation avec les entreprises,Qualifier les besoins en emplois des entreprises contactées,Faire le suivi des résultats de la prospection ,Assurer le reporting de l'activité","[{'name': 'sans salariés', 'value': 4}, {'name': '1-9 salariés', 'value': 30}, {'name': '10-49 salariés', 'value': 2}, {'name': '50 salariés et plus', 'value': 5}, {'name': 'non renseigné', 'value': 9}]"
Conseil en Evolution Professionnelle,"Manager, former et intégrer les consultants de l'antenne,Assurer les relations avec les autres intervenants prestataires ou internes,Prendre en charge les relations avec le client (DRH et Directeur Général, IRP, Pole Emploi, DDTEFP) et animer la commission de suivi,Assurer le suivi budgétaire des missions,Animer le reporting et les commissions de suivi des projets,Définir et adapter le process d'intervention au contexte,Veiller à ce que les consultants intègrent les réalités locales dans leur travail","[{'name': 'sans salariés', 'value': 8}, {'name': '1-9 salariés', 'value': 157}, {'name': '10-49 salariés', 'value': 101}, {'name': '50 salariés et plus', 'value': 73}, {'name': '250 salariés et plus', 'value': 10}, {'name': 'non renseigné', 'value': 55}]"
Conseil en Evolution Professionnelle,"Manager, former et intégrer les consultants de l'antenne,Assurer les relations avec les autres intervenants prestataires ou internes,Prendre en charge les relations avec le client (DRH et Directeur Général, IRP, Pole Emploi, DDTEFP) et animer la commission de suivi,Assurer le suivi budgétaire des missions,Animer le reporting et les commissions de suivi des projets,Définir et adapter le process d'intervention au contexte,Veiller à ce que les consultants intègrent les réalités locales dans leur travail","[{'name': 'sans salariés', 'value': 8}, {'name': '1-9 salariés', 'value': 157}, {'name': '10-49 salariés', 'value': 101}, {'name': '50 salariés et plus', 'value': 73}, {'name': '250 salariés et plus', 'value': 10}, {'name': 'non renseigné', 'value': 55}]"
Mise en œuvre / Réalisation,"Vérifier les réglementations HSE du cahier des charges et des besoins HSE spécifiques du projet ,Définir et/ou mettre en œuvre la politique HSE en y associant des indicateurs et des processus de contrôle,Mettre en place le système de management HSE, rédiger des procédures si nécessaire et surveiller sa performance,Assister les équipes en interne et en externe dans le déploiement des objectifs HSE et dans le suivi des actions,Conseiller le Chef de Projet sur les problématiques HSE du projet en accord avec les exigences du client et les standards HSE de l'entreprise,Organiser des inspections sur chantier et chez les sous-traitants pour s'assurer du respect des règles HSE,Assurer la mise en place des programmes de formation, sensibilisation et de suivi médical,Mettre en place des systèmes d'amélioration continue, enquêter sur les accidents et proposer des améliorations,Evaluer les risques professionnels (document unique) et organiser la mise en place des acteurs en cas d'évacuation et de secours","[{'name': 'sans salariés', 'value': 8}, {'name': '1-9 salariés', 'value': 68}, {'name': '10-49 salariés', 'value': 90}, {'name': '50 salariés et plus', 'value': 65}, {'name': '250 salariés et plus', 'value': 115}, {'name': 'non renseigné', 'value': 21}]"
Mise en œuvre / Réalisation,"Vérifier les réglementations HSE du cahier des charges et des besoins HSE spécifiques du projet ,Définir et/ou mettre en œuvre la politique HSE en y associant des indicateurs et des processus de contrôle,Mettre en place le système de management HSE, rédiger des procédures si nécessaire et surveiller sa performance,Assister les équipes en interne et en externe dans le déploiement des objectifs HSE et dans le suivi des actions,Conseiller le Chef de Projet sur les problématiques HSE du projet en accord avec les exigences du client et les standards HSE de l'entreprise,Organiser des inspections sur chantier et chez les sous-traitants pour s'assurer du respect des règles HSE,Assurer la mise en place des programmes de formation, sensibilisation et de suivi médical,Mettre en place des systèmes d'amélioration continue, enquêter sur les accidents et proposer des améliorations,Evaluer les risques professionnels (document unique) et organiser la mise en place des acteurs en cas d'évacuation et de secours","[{'name': 'sans salariés', 'value': 8}, {'name': '1-9 salariés', 'value': 68}, {'name': '10-49 salariés', 'value': 90}, {'name': '50 salariés et plus', 'value': 65}, {'name': '250 salariés et plus', 'value': 115}, {'name': 'non renseigné', 'value': 21}]"
Offre de services,"Mettre en place et réaliser une veille sur les nouvelles technologies numériques (actualité, brevets, licence),Réaliser une veille sur les usages actuels et nouveaux du numérique (dématérialisation, services on-line, nouveaux supports, méthodes de travail, big data, objets connectés, Intelligence artificielle, Réalité Virtuelle...) ,Proposer des évolutions sur les produits et services actuels en lien avec les nouveautés,Promouvoir et communiquer au sein de l'entreprise ces nouveaux usages et technologies.","[{'name': '1-9 salariés', 'value': 16}, {'name': '10-49 salariés', 'value': 10}, {'name': '50 salariés et plus', 'value': 70}, {'name': '250 salariés et plus', 'value': 22}, {'name': 'non renseigné', 'value': 12}]"
Offre de services,"Mettre en place et réaliser une veille sur les nouvelles technologies numériques (actualité, brevets, licence),Réaliser une veille sur les usages actuels et nouveaux du numérique (dématérialisation, services on-line, nouveaux supports, méthodes de travail, big data, objets connectés, Intelligence artificielle, Réalité Virtuelle...) ,Proposer des évolutions sur les produits et services actuels en lien avec les nouveautés,Promouvoir et communiquer au sein de l'entreprise ces nouveaux usages et technologies.","[{'name': '1-9 salariés', 'value': 16}, {'name': '10-49 salariés', 'value': 10}, {'name': '50 salariés et plus', 'value': 70}, {'name': '250 salariés et plus', 'value': 22}, {'name': 'non renseigné', 'value': 12}]"
Conception / Etudes,"Animer l'équipe des études techniques, piloter ses activités et évaluer ses performances,Analyser les besoins techniques des projets, les coordonner et les optimiser afin de fournir les prestations techniques nécessaires à la production d'offres et à la réalisation des contrats,Organiser la veille technologique,Proposer des choix dans les outils et les méthodes à mettre en oeuvre,Promouvoir l'expertise dans les différentes spécialités de l'ingénierie,Donner les orientations en recherche et développement","[{'name': 'sans salariés', 'value': 6}, {'name': '1-9 salariés', 'value': 80}, {'name': '10-49 salariés', 'value': 111}, {'name': '50 salariés et plus', 'value': 82}, {'name': '250 salariés et plus', 'value': 85}, {'name': 'non renseigné', 'value': 14}]"
Phase amont / Cadrage,"Conduire l'évaluation économique et financière de projets nécessitant la participation de l'entreprise à leur financement,Réaliser ou faire réaliser des études techniques préliminaires spécifiques,Réaliser les études de faisabilité technico-économique et évaluer les seuils de rentabilité,Identifier les besoins en financement,Monter les partenariats de réalisation, de commercialisation et de financement,piloter l'ingénierie financière, la mise en oeuvre des garanties,Elaborer avec le service juridique le cadre contractuel spécifique à chaque projet,Assister l'équipe commerciale et de projet pour le bon déroulement de l'opération","[{'name': 'sans salariés', 'value': 1}, {'name': '1-9 salariés', 'value': 14}, {'name': '10-49 salariés', 'value': 9}, {'name': '50 salariés et plus', 'value': 4}, {'name': '250 salariés et plus', 'value': 21}, {'name': 'non renseigné', 'value': 4}]"
Conception / Etudes,"Animer l'équipe des études techniques, piloter ses activités et évaluer ses performances,Analyser les besoins techniques des projets, les coordonner et les optimiser afin de fournir les prestations techniques nécessaires à la production d'offres et à la réalisation des contrats,Organiser la veille technologique,Proposer des choix dans les outils et les méthodes à mettre en oeuvre,Promouvoir l'expertise dans les différentes spécialités de l'ingénierie,Donner les orientations en recherche et développement","[{'name': 'sans salariés', 'value': 6}, {'name': '1-9 salariés', 'value': 80}, {'name': '10-49 salariés', 'value': 111}, {'name': '50 salariés et plus', 'value': 82}, {'name': '250 salariés et plus', 'value': 85}, {'name': 'non renseigné', 'value': 14}]"
Phase amont / Cadrage,"Conduire l'évaluation économique et financière de projets nécessitant la participation de l'entreprise à leur financement,Réaliser ou faire réaliser des études techniques préliminaires spécifiques,Réaliser les études de faisabilité technico-économique et évaluer les seuils de rentabilité,Identifier les besoins en financement,Monter les partenariats de réalisation, de commercialisation et de financement,piloter l'ingénierie financière, la mise en oeuvre des garanties,Elaborer avec le service juridique le cadre contractuel spécifique à chaque projet,Assister l'équipe commerciale et de projet pour le bon déroulement de l'opération","[{'name': 'sans salariés', 'value': 1}, {'name': '1-9 salariés', 'value': 14}, {'name': '10-49 salariés', 'value': 9}, {'name': '50 salariés et plus', 'value': 4}, {'name': '250 salariés et plus', 'value': 21}, {'name': 'non renseigné', 'value': 4}]"
Conception / Etudes,"Définir, planifier et organiser les moyens humains et matériels nécessaires à l'élaboration des études et documents graphiques,Suivre le déroulement de la production et gérer les plans de charge,Manager les ressources humaines de son équipe (répartition des charges, formation, parcours individuels, mutations, entretiens professionnels et d'évaluation),Assurer l'établissement et le suivi des devis internes et du budget de son entité,Participer au développement et veiller à l'application des procédures, méthodes et outils de gestion et de production,Contrôler la qualité technique des prestations fournies dans sa spécialité,Assumer la veille technologique, le suivi et l'amélioration des bases de données,Participer au management général de l'entité","[{'name': 'sans salariés', 'value': 2}, {'name': '1-9 salariés', 'value': 17}, {'name': '10-49 salariés', 'value': 11}, {'name': '50 salariés et plus', 'value': 17}, {'name': '250 salariés et plus', 'value': 16}, {'name': 'non renseigné', 'value': 7}]"
Mise en œuvre / Réalisation,"Rédiger le cahier des charges des moyens de contrôle, d'assemblage et de fabrication,Etablir et valider le process de fabrication, les études de faisabilité et les plans de validation et de qualification,Garantir le choix des solutions techniques pour améliorer le process et/ou diminuer les coûts,Gérer les moyens de contrôle et d'assemblage (réception et validation),Encadrer les techniciens méthodes et les équipes techniques sur les différents périmètres,Organiser des réunions d'avancement,Garantir la qualité, les coûts et les délais,Assurer une veille technologique dans le domaine d'activité de l'entreprise","[{'name': 'sans salariés', 'value': 11}, {'name': '1-9 salariés', 'value': 309}, {'name': '10-49 salariés', 'value': 331}, {'name': '50 salariés et plus', 'value': 286}, {'name': '250 salariés et plus', 'value': 268}, {'name': 'non renseigné', 'value': 73}]"
Développement commercial,"Assurer une veille afin d'identifier tous les partenaires potentiels,Cibler, identifier et prospecter les partenaires potentiels,Animer un réseau de partenaires,Négocier et signer des accords de partenariats,Définir la stratégie, le contenu et les axes des programmes de partenariats,Assurer la mise en place des accords et suivre leur évolution dans un Business Plan Partenaires,Analyser les résultats pour évaluer les performances et la rentabilité de chaque accord,Recruter et animer un réseau de revendeurs,Mettre en place des programmes partenaires afin de les convaincre et les engager","[{'name': '1-9 salariés', 'value': 7}, {'name': '10-49 salariés', 'value': 7}, {'name': '50 salariés et plus', 'value': 4}, {'name': '250 salariés et plus', 'value': 3}, {'name': 'non renseigné', 'value': 8}]"
Mise en œuvre / Réalisation,"Rédiger le cahier des charges des moyens de contrôle, d'assemblage et de fabrication,Etablir et valider le process de fabrication, les études de faisabilité et les plans de validation et de qualification,Garantir le choix des solutions techniques pour améliorer le process et/ou diminuer les coûts,Gérer les moyens de contrôle et d'assemblage (réception et validation),Encadrer les techniciens méthodes et les équipes techniques sur les différents périmètres,Organiser des réunions d'avancement,Garantir la qualité, les coûts et les délais,Assurer une veille technologique dans le domaine d'activité de l'entreprise","[{'name': 'sans salariés', 'value': 11}, {'name': '1-9 salariés', 'value': 309}, {'name': '10-49 salariés', 'value': 331}, {'name': '50 salariés et plus', 'value': 286}, {'name': '250 salariés et plus', 'value': 268}, {'name': 'non renseigné', 'value': 73}]"
Conception / Etudes,"Définir, planifier et organiser les moyens humains et matériels nécessaires à l'élaboration des études et documents graphiques,Suivre le déroulement de la production et gérer les plans de charge,Manager les ressources humaines de son équipe (répartition des charges, formation, parcours individuels, mutations, entretiens professionnels et d'évaluation),Assurer l'établissement et le suivi des devis internes et du budget de son entité,Participer au développement et veiller à l'application des procédures, méthodes et outils de gestion et de production,Contrôler la qualité technique des prestations fournies dans sa spécialité,Assumer la veille technologique, le suivi et l'amélioration des bases de données,Participer au management général de l'entité","[{'name': 'sans salariés', 'value': 2}, {'name': '1-9 salariés', 'value': 17}, {'name': '10-49 salariés', 'value': 11}, {'name': '50 salariés et plus', 'value': 17}, {'name': '250 salariés et plus', 'value': 16}, {'name': 'non renseigné', 'value': 7}]"
Développement commercial,"Assurer une veille afin d'identifier tous les partenaires potentiels,Cibler, identifier et prospecter les partenaires potentiels,Animer un réseau de partenaires,Négocier et signer des accords de partenariats,Définir la stratégie, le contenu et les axes des programmes de partenariats,Assurer la mise en place des accords et suivre leur évolution dans un Business Plan Partenaires,Analyser les résultats pour évaluer les performances et la rentabilité de chaque accord,Recruter et animer un réseau de revendeurs,Mettre en place des programmes partenaires afin de les convaincre et les engager","[{'name': '1-9 salariés', 'value': 7}, {'name': '10-49 salariés', 'value': 7}, {'name': '50 salariés et plus', 'value': 4}, {'name': '250 salariés et plus', 'value': 3}, {'name': 'non renseigné', 'value': 8}]"
Qualité,"Organiser et maintenir le système de management de la qualité et superviser sa déclinaison à tous les niveaux de l'entreprise,Définir et mettre en œuvre le plan de communication sur la politique et le programme qualité ,Assurer la bonne compréhension et l'application des procédures et démarches qualité à travers les formations et l'assistance méthodologique,Identifier et analyser les problèmes qualité et proposer des actions correctives,Promouvoir les plans d'amélioration de la performance, la culture d'amélioration continue et les meilleurs pratiques auprès des collaborateurs,Définir et suivre les outils de gestion de la qualité (système documentaire, indicateurs…),Organiser et superviser des audits qualité internes et externes,Assurer la veille normative et réglementaire,Préparer les démarches de certification ou d’accréditation spécifiques et assurer la pérennité des certifications en vigueur","[{'name': 'sans salariés', 'value': 44}, {'name': '1-9 salariés', 'value': 556}, {'name': '10-49 salariés', 'value': 415}, {'name': '50 salariés et plus', 'value': 347}, {'name': '250 salariés et plus', 'value': 477}, {'name': 'non renseigné', 'value': 198}]"
Qualité,"Organiser et maintenir le système de management de la qualité et superviser sa déclinaison à tous les niveaux de l'entreprise,Définir et mettre en œuvre le plan de communication sur la politique et le programme qualité ,Assurer la bonne compréhension et l'application des procédures et démarches qualité à travers les formations et l'assistance méthodologique,Identifier et analyser les problèmes qualité et proposer des actions correctives,Promouvoir les plans d'amélioration de la performance, la culture d'amélioration continue et les meilleurs pratiques auprès des collaborateurs,Définir et suivre les outils de gestion de la qualité (système documentaire, indicateurs…),Organiser et superviser des audits qualité internes et externes,Assurer la veille normative et réglementaire,Préparer les démarches de certification ou d’accréditation spécifiques et assurer la pérennité des certifications en vigueur","[{'name': 'sans salariés', 'value': 44}, {'name': '1-9 salariés', 'value': 556}, {'name': '10-49 salariés', 'value': 415}, {'name': '50 salariés et plus', 'value': 347}, {'name': '250 salariés et plus', 'value': 477}, {'name': 'non renseigné', 'value': 198}]"
Ouverture de la Manifestation,"Organiser la restauration dans le cadre d’une manifestation,Etablir le planning des ressources,Planifier et gérer le budget des ressources humaines et matérielles,Superviser et encadrer l'activité des équipes ,Contrôler l'application des règles d'hygiène, de sécurité et des procédures qualité,Constituer un panel de fournisseurs référencés,Participer à l'élaboration des menus, des cartes et définir les tarifs des produits avec le commercial,Gérer la relation avec les fournisseurs,Gérer les achats","[{'name': 'sans salariés', 'value': 1}, {'name': '1-9 salariés', 'value': 1}, {'name': 'non renseigné', 'value': 1}]"
Ouverture de la Manifestation,"Organiser la restauration dans le cadre d’une manifestation,Etablir le planning des ressources,Planifier et gérer le budget des ressources humaines et matérielles,Superviser et encadrer l'activité des équipes ,Contrôler l'application des règles d'hygiène, de sécurité et des procédures qualité,Constituer un panel de fournisseurs référencés,Participer à l'élaboration des menus, des cartes et définir les tarifs des produits avec le commercial,Gérer la relation avec les fournisseurs,Gérer les achats","[{'name': 'sans salariés', 'value': 1}, {'name': '1-9 salariés', 'value': 1}, {'name': 'non renseigné', 'value': 1}]"
Gouvernance,"Définir la gouvernance de la sécurité de l'information au sein de l'entreprise et dans l'entreprise élargie,Définir et piloter le dispositif de sécurité (normes, outils, suivi des incidents, audits...),Identifier les risques et définir la politique de sécurité de l'information (audits, plan de prévention, plan de continuité d'activité, charte sécurité, choix technologiques...),Définir le plan de traitement des risques et les mesures de sécurité associées,Assurer le respect des droits sur la protection des données personnelles,Communiquer et former le personnel pour sensibiliser l'ensemble de l'entreprise aux questions de sécurité de l'information","[{'name': 'sans salariés', 'value': 22}, {'name': '1-9 salariés', 'value': 308}, {'name': '10-49 salariés', 'value': 194}, {'name': '50 salariés et plus', 'value': 401}, {'name': '250 salariés et plus', 'value': 316}, {'name': 'non renseigné', 'value': 145}]"
Gouvernance,"Définir la gouvernance de la sécurité de l'information au sein de l'entreprise et dans l'entreprise élargie,Définir et piloter le dispositif de sécurité (normes, outils, suivi des incidents, audits...),Identifier les risques et définir la politique de sécurité de l'information (audits, plan de prévention, plan de continuité d'activité, charte sécurité, choix technologiques...),Définir le plan de traitement des risques et les mesures de sécurité associées,Assurer le respect des droits sur la protection des données personnelles,Communiquer et former le personnel pour sensibiliser l'ensemble de l'entreprise aux questions de sécurité de l'information","[{'name': 'sans salariés', 'value': 22}, {'name': '1-9 salariés', 'value': 308}, {'name': '10-49 salariés', 'value': 194}, {'name': '50 salariés et plus', 'value': 401}, {'name': '250 salariés et plus', 'value': 316}, {'name': 'non renseigné', 'value': 145}]"
Services Généraux,"Définir les orientations techniques et financières et les améliorations du plan de maintenance,Programmer et contrôler les interventions de maintenance sous-traitées ou réalisées par son équipe,Organiser les contrôles réglementaires,Contrôler les habilitations des personnels et les conditions de sécurité et de développement durable pour les interventions,Élaborer les procédures et fiches de prescriptions techniques,Manager l'équipe du service et assurer le développement de ses collaborateurs directs,Répartir et allouer les ressources (humaines, techniques, matérielles) entre les différents secteurs techniques,Élaborer des tableaux de bord pour le suivi et l’analyse de l’activité de son secteur,Assurer la veille technologique et réglementaire sur les installations et les bâtiments,Assurer le conseil technique auprès des utilisateurs et des services de l’établissement","[{'name': 'sans salariés', 'value': 21}, {'name': '1-9 salariés', 'value': 204}, {'name': '10-49 salariés', 'value': 136}, {'name': '50 salariés et plus', 'value': 114}, {'name': '250 salariés et plus', 'value': 159}, {'name': 'non renseigné', 'value': 97}]"
Services Généraux,"Définir les orientations techniques et financières et les améliorations du plan de maintenance,Programmer et contrôler les interventions de maintenance sous-traitées ou réalisées par son équipe,Organiser les contrôles réglementaires,Contrôler les habilitations des personnels et les conditions de sécurité et de développement durable pour les interventions,Élaborer les procédures et fiches de prescriptions techniques,Manager l'équipe du service et assurer le développement de ses collaborateurs directs,Répartir et allouer les ressources (humaines, techniques, matérielles) entre les différents secteurs techniques,Élaborer des tableaux de bord pour le suivi et l’analyse de l’activité de son secteur,Assurer la veille technologique et réglementaire sur les installations et les bâtiments,Assurer le conseil technique auprès des utilisateurs et des services de l’établissement","[{'name': 'sans salariés', 'value': 21}, {'name': '1-9 salariés', 'value': 204}, {'name': '10-49 salariés', 'value': 136}, {'name': '50 salariés et plus', 'value': 114}, {'name': '250 salariés et plus', 'value': 159}, {'name': 'non renseigné', 'value': 97}]"
Exploitation / Amélioration Continue,"Manager et animer les équipes support,Analyser la qualité de services rendus par ses équipes aux utilisateurs,Définir et optimiser les procédures pour mettre en place le processus d’assistance,Aider à identifier et analyser des incidents/dysfonctionnements,Mettre en place et utiliser des outils de reporting,Collecter les informations permettant de faire évoluer l'environnement technologique ou les fonctionnalités logicielles,Veiller à une bonne alimentation des bases de connaissances","[{'name': 'sans salariés', 'value': 6}, {'name': '1-9 salariés', 'value': 109}, {'name': '10-49 salariés', 'value': 70}, {'name': '50 salariés et plus', 'value': 100}, {'name': '250 salariés et plus', 'value': 120}, {'name': 'non renseigné', 'value': 56}]"
Exploitation / Amélioration Continue,"Manager et animer les équipes support,Analyser la qualité de services rendus par ses équipes aux utilisateurs,Définir et optimiser les procédures pour mettre en place le processus d’assistance,Aider à identifier et analyser des incidents/dysfonctionnements,Mettre en place et utiliser des outils de reporting,Collecter les informations permettant de faire évoluer l'environnement technologique ou les fonctionnalités logicielles,Veiller à une bonne alimentation des bases de connaissances","[{'name': 'sans salariés', 'value': 6}, {'name': '1-9 salariés', 'value': 109}, {'name': '10-49 salariés', 'value': 70}, {'name': '50 salariés et plus', 'value': 100}, {'name': '250 salariés et plus', 'value': 120}, {'name': 'non renseigné', 'value': 56}]"
Gestion et Coordination de l'Evénement,"Elaborer le dossier de réalisation des manifestations, le guide technique, le dossier de sécurité,S'assurer de la faisabilité technique des stands et des prestations,Coordonner la réalisation technique et logistique de la manifestation (achat, planning,..),Coordonner l'équipe interne et les prestataires externes qu'il aura sélectionné, qui interviennent dans la réalisation de la manifestation (sécurité, nettoyage, accueil, gardiennage, prestations techniques...),Proposer des équipements des stands,Etre responsable de l'ensemble des prestations techniques et logistiques des exposants,Contrôler le bon déroulement du montage, du démontage et de l'ensemble de la manifestation (planning fournisseurs, qualité, gestion des problèmes rencontrés),Assurer la permanence technique auprès des exposants,S'assurer de la satisfaction du client,Veiller au respect des dispositions prises pour assurer une coordination de sécurité,Assurer la gestion des flux et la signalétique,Etablir et assurer le suivi budgétaire de la partie technique et logistique de la manifestation,Développer la performance de l’équipe (formation, recrutement de nouvelles compétences…)","[{'name': 'sans salariés', 'value': 1}, {'name': '1-9 salariés', 'value': 1}, {'name': '50 salariés et plus', 'value': 1}, {'name': 'non renseigné', 'value': 2}]"
Exploitation / Maintenance / Fin de vie,"Etudier les documents inhérents au projet (contrat, cahiers de charges, plans...) et prendre connaissance des équipements et processus mis en place lors de la réalisation du projet,Organiser le planning de mise en route en fonction des données rassemblées et contrôler son exécution (vérification des équipements, contrôle sécurité, conformité par rapport au cahier des charges...),Effectuer des réglages, diagnostiquer des pannes et apporter un support technique au client afin de les réparer,Conduire et superviser le test final de performance,Evaluer les déviations, proposer et mettre en oeuvre des actions correctives,Elaborer des rapports et des comptes rendus des différentes phases de mise en route et les diffuser aux acteurs concernés (compte rendu d'avancement, notice d'exploitation et de mise en route, rapport de fin de mission...),Suivre et encadrer la réception en respectant les délais contractuels et en veillant à l'acceptation du transfert de responsabilité,Former l'exploitant à l'utilisation et la maintenance du système, lui transmettre les règles QHSE et s'assurer de leur application effective","[{'name': '1-9 salariés', 'value': 6}, {'name': '10-49 salariés', 'value': 9}, {'name': '50 salariés et plus', 'value': 2}, {'name': '250 salariés et plus', 'value': 15}, {'name': 'non renseigné', 'value': 1}]"
Exploitation / Maintenance / Fin de vie,"Etudier les documents inhérents au projet (contrat, cahiers de charges, plans...) et prendre connaissance des équipements et processus mis en place lors de la réalisation du projet,Organiser le planning de mise en route en fonction des données rassemblées et contrôler son exécution (vérification des équipements, contrôle sécurité, conformité par rapport au cahier des charges...),Effectuer des réglages, diagnostiquer des pannes et apporter un support technique au client afin de les réparer,Conduire et superviser le test final de performance,Evaluer les déviations, proposer et mettre en oeuvre des actions correctives,Elaborer des rapports et des comptes rendus des différentes phases de mise en route et les diffuser aux acteurs concernés (compte rendu d'avancement, notice d'exploitation et de mise en route, rapport de fin de mission...),Suivre et encadrer la réception en respectant les délais contractuels et en veillant à l'acceptation du transfert de responsabilité,Former l'exploitant à l'utilisation et la maintenance du système, lui transmettre les règles QHSE et s'assurer de leur application effective","[{'name': '1-9 salariés', 'value': 6}, {'name': '10-49 salariés', 'value': 9}, {'name': '50 salariés et plus', 'value': 2}, {'name': '250 salariés et plus', 'value': 15}, {'name': 'non renseigné', 'value': 1}]"
Gestion et Coordination de l'Evénement,"Elaborer le dossier de réalisation des manifestations, le guide technique, le dossier de sécurité,S'assurer de la faisabilité technique des stands et des prestations,Coordonner la réalisation technique et logistique de la manifestation (achat, planning,..),Coordonner l'équipe interne et les prestataires externes qu'il aura sélectionné, qui interviennent dans la réalisation de la manifestation (sécurité, nettoyage, accueil, gardiennage, prestations techniques...),Proposer des équipements des stands,Etre responsable de l'ensemble des prestations techniques et logistiques des exposants,Contrôler le bon déroulement du montage, du démontage et de l'ensemble de la manifestation (planning fournisseurs, qualité, gestion des problèmes rencontrés),Assurer la permanence technique auprès des exposants,S'assurer de la satisfaction du client,Veiller au respect des dispositions prises pour assurer une coordination de sécurité,Assurer la gestion des flux et la signalétique,Etablir et assurer le suivi budgétaire de la partie technique et logistique de la manifestation,Développer la performance de l’équipe (formation, recrutement de nouvelles compétences…)","[{'name': 'sans salariés', 'value': 1}, {'name': '1-9 salariés', 'value': 1}, {'name': '50 salariés et plus', 'value': 1}, {'name': 'non renseigné', 'value': 2}]"
Préparation de l'Evénement,"Concevoir et mettre en place les décors et accessoires (signalétique…) de la manifestation,Coordonner les ressources techniques et artistiques à sa disposition pour adapter le site à l'univers de la manifestation,Planifier la réalisation des décors (temps de réalisation, logistique, moyens…) dans les contraintes de délais et de coûts fixées par le devis","[{'name': '50 salariés et plus', 'value': 1}]"
Préparation de l'Evénement,"Concevoir et mettre en place les décors et accessoires (signalétique…) de la manifestation,Coordonner les ressources techniques et artistiques à sa disposition pour adapter le site à l'univers de la manifestation,Planifier la réalisation des décors (temps de réalisation, logistique, moyens…) dans les contraintes de délais et de coûts fixées par le devis","[{'name': '50 salariés et plus', 'value': 1}]"
